ticker,market,date,open,high,low,close,adj_close,volume,trading_value,data_source
RKLB,US,2025-08-22,8.46,8.56,8.35,8.45,8.45,13000000,109850000,sample
RKLB,US,2025-08-25,8.43,8.56,8.33,8.46,8.46,13125000,111037500,sample
RKLB,US,2025-08-26,8.45,8.57,8.35,8.47,8.47,13250000,112227500,sample
RKLB,US,2025-08-27,8.47,8.58,8.37,8.48,8.48,13375000,113420000,sample
RKLB,US,2025-08-28,8.49,8.59,8.39,8.49,8.49,13500000,114615000,sample
RKLB,US,2025-08-29,8.51,8.61,8.40,8.50,8.50,13625000,115812500,sample
RKLB,US,2025-09-01,8.48,8.61,8.38,8.51,8.51,13750000,117012500,sample
RKLB,US,2025-09-02,8.49,8.61,8.39,8.51,8.51,12500000,106375000,sample
RKLB,US,2025-09-03,8.51,8.62,8.41,8.52,8.52,12625000,107565000,sample
RKLB,US,2025-09-04,8.39,8.49,8.29,8.39,8.39,12750000,106972500,sample
RKLB,US,2025-09-05,8.41,8.51,8.30,8.40,8.40,12875000,108150000,sample
RKLB,US,2025-09-08,8.38,8.51,8.28,8.41,8.41,13000000,109330000,sample
RKLB,US,2025-09-09,8.40,8.52,8.30,8.42,8.42,13125000,110512500,sample
RKLB,US,2025-09-10,8.42,8.53,8.32,8.43,8.43,13250000,111697500,sample
RKLB,US,2025-09-11,8.44,8.54,8.34,8.44,8.44,13375000,112885000,sample
RKLB,US,2025-09-12,8.46,8.56,8.35,8.45,8.45,13500000,114075000,sample
RKLB,US,2025-09-15,8.42,8.55,8.32,8.45,8.45,13625000,115131250,sample
RKLB,US,2025-09-16,8.44,8.56,8.34,8.46,8.46,13750000,116325000,sample
RKLB,US,2025-09-17,8.46,8.57,8.36,8.47,8.47,12500000,105875000,sample
RKLB,US,2025-09-18,8.48,8.58,8.38,8.48,8.48,12625000,107060000,sample
RKLB,US,2025-09-19,8.50,8.60,8.39,8.49,8.49,12750000,108247500,sample
RKLB,US,2025-09-22,8.47,8.60,8.37,8.50,8.50,12875000,109437500,sample
RKLB,US,2025-09-23,8.49,8.61,8.39,8.51,8.51,13000000,110630000,sample
RKLB,US,2025-09-24,8.51,8.62,8.41,8.52,8.52,13125000,111825000,sample
RKLB,US,2025-09-25,8.53,8.63,8.43,8.53,8.53,13250000,113022500,sample
RKLB,US,2025-09-26,8.55,8.65,8.44,8.54,8.54,13375000,114222500,sample
RKLB,US,2025-09-29,8.37,8.50,8.27,8.40,8.40,13500000,113400000,sample
RKLB,US,2025-09-30,8.39,8.51,8.29,8.41,8.41,13625000,114586250,sample
RKLB,US,2025-10-01,8.41,8.52,8.31,8.42,8.42,13750000,115775000,sample
RKLB,US,2025-10-02,8.43,8.53,8.33,8.43,8.43,12500000,105375000,sample
RKLB,US,2025-10-03,8.45,8.55,8.34,8.44,8.44,12625000,106555000,sample
RKLB,US,2025-10-06,8.42,8.55,8.32,8.45,8.45,12750000,107737500,sample
RKLB,US,2025-10-07,8.44,8.56,8.34,8.46,8.46,12875000,108922500,sample
RKLB,US,2025-10-08,8.46,8.57,8.36,8.47,8.47,13000000,110110000,sample
RKLB,US,2025-10-09,8.48,8.58,8.38,8.48,8.48,13125000,111300000,sample
RKLB,US,2025-10-10,8.50,8.60,8.39,8.49,8.49,13250000,112492500,sample
RKLB,US,2025-10-13,8.47,8.60,8.37,8.50,8.50,13375000,113687500,sample
RKLB,US,2025-10-14,8.49,8.61,8.39,8.51,8.51,13500000,114885000,sample
RKLB,US,2025-10-15,8.51,8.62,8.41,8.52,8.52,13625000,116085000,sample
RKLB,US,2025-10-16,8.52,8.62,8.42,8.52,8.52,13750000,117150000,sample
RKLB,US,2025-10-17,8.54,8.64,8.43,8.53,8.53,12500000,106625000,sample
RKLB,US,2025-10-20,8.51,8.64,8.41,8.54,8.54,12625000,107817500,sample
RKLB,US,2025-10-21,8.53,8.65,8.43,8.55,8.55,12750000,109012500,sample
RKLB,US,2025-10-22,8.41,8.52,8.31,8.42,8.42,12875000,108407500,sample
RKLB,US,2025-10-23,8.43,8.53,8.33,8.43,8.43,13000000,109590000,sample
RKLB,US,2025-10-24,8.45,8.55,8.34,8.44,8.44,13125000,110775000,sample
RKLB,US,2025-10-27,8.42,8.55,8.32,8.45,8.45,13250000,111962500,sample
RKLB,US,2025-10-28,8.44,8.56,8.34,8.46,8.46,13375000,113152500,sample
RKLB,US,2025-10-29,8.45,8.56,8.35,8.46,8.46,13500000,114210000,sample
RKLB,US,2025-10-30,8.47,8.57,8.37,8.47,8.47,13625000,115403750,sample
RKLB,US,2025-10-31,8.49,8.59,8.38,8.48,8.48,13750000,116600000,sample
RKLB,US,2025-11-03,8.46,8.59,8.36,8.49,8.49,12500000,106125000,sample
RKLB,US,2025-11-04,8.48,8.60,8.38,8.50,8.50,12625000,107312500,sample
RKLB,US,2025-11-05,8.50,8.61,8.40,8.51,8.51,12750000,108502500,sample
RKLB,US,2025-11-06,8.52,8.62,8.42,8.52,8.52,12875000,109695000,sample
RKLB,US,2025-11-07,8.54,8.64,8.43,8.53,8.53,13000000,110890000,sample
RKLB,US,2025-11-10,8.51,8.64,8.41,8.54,8.54,13125000,112087500,sample
RKLB,US,2025-11-11,8.53,8.65,8.43,8.55,8.55,13250000,113287500,sample
RKLB,US,2025-11-12,8.55,8.66,8.45,8.56,8.56,13375000,114490000,sample
RKLB,US,2025-11-13,8.57,8.67,8.47,8.57,8.57,13500000,115695000,sample
RKLB,US,2025-11-14,8.44,8.54,8.33,8.43,8.43,13625000,114858750,sample
RKLB,US,2025-11-17,8.41,8.54,8.31,8.44,8.44,13750000,116050000,sample
RKLB,US,2025-11-18,8.43,8.55,8.33,8.45,8.45,12500000,105625000,sample
RKLB,US,2025-11-19,8.45,8.56,8.35,8.46,8.46,12625000,106807500,sample
RKLB,US,2025-11-20,8.47,8.57,8.37,8.47,8.47,12750000,107992500,sample
RKLB,US,2025-11-21,8.49,8.59,8.38,8.48,8.48,12875000,109180000,sample
RKLB,US,2025-11-24,8.46,8.59,8.36,8.49,8.49,13000000,110370000,sample
RKLB,US,2025-11-25,8.48,8.60,8.38,8.50,8.50,13125000,111562500,sample
RKLB,US,2025-11-26,8.50,8.61,8.40,8.51,8.51,13250000,112757500,sample
RKLB,US,2025-11-27,8.52,8.62,8.42,8.52,8.52,13375000,113955000,sample
RKLB,US,2025-11-28,8.54,8.64,8.43,8.53,8.53,13500000,115155000,sample
RKLB,US,2025-12-01,8.50,8.63,8.40,8.53,8.53,13625000,116221250,sample
RKLB,US,2025-12-02,8.52,8.64,8.42,8.54,8.54,13750000,117425000,sample
RKLB,US,2025-12-03,8.54,8.65,8.44,8.55,8.55,12500000,106875000,sample
RKLB,US,2025-12-04,8.56,8.66,8.46,8.56,8.56,12625000,108070000,sample
RKLB,US,2025-12-05,8.58,8.68,8.47,8.57,8.57,12750000,109267500,sample
RKLB,US,2025-12-08,8.55,8.68,8.45,8.58,8.58,12875000,110467500,sample
RKLB,US,2025-12-09,8.43,8.55,8.33,8.45,8.45,13000000,109850000,sample
RKLB,US,2025-12-10,8.45,8.56,8.35,8.46,8.46,13125000,111037500,sample
RKLB,US,2025-12-11,8.47,8.57,8.37,8.47,8.47,13250000,112227500,sample
RKLB,US,2025-12-12,8.48,8.58,8.37,8.47,8.47,13375000,113286250,sample
RKLB,US,2025-12-15,8.45,8.58,8.35,8.48,8.48,13500000,114480000,sample
RKLB,US,2025-12-16,8.47,8.59,8.37,8.49,8.49,13625000,115676250,sample
RKLB,US,2025-12-17,8.49,8.60,8.39,8.50,8.50,13750000,116875000,sample
RKLB,US,2025-12-18,8.51,8.61,8.41,8.51,8.51,12500000,106375000,sample
RKLB,US,2025-12-19,8.53,8.63,8.42,8.52,8.52,12625000,107565000,sample
RKLB,US,2025-12-22,8.50,8.63,8.40,8.53,8.53,12750000,108757500,sample
RKLB,US,2025-12-23,8.52,8.64,8.42,8.54,8.54,12875000,109952500,sample
RKLB,US,2025-12-24,8.54,8.65,8.44,8.55,8.55,13000000,111150000,sample
RKLB,US,2025-12-25,8.56,8.66,8.46,8.56,8.56,13125000,112350000,sample
RKLB,US,2025-12-26,8.58,8.68,8.47,8.57,8.57,13250000,113552500,sample
RKLB,US,2025-12-29,8.55,8.68,8.45,8.58,8.58,13375000,114757500,sample
RKLB,US,2025-12-30,8.57,8.69,8.47,8.59,8.59,13500000,115965000,sample
RKLB,US,2025-12-31,8.58,8.69,8.48,8.59,8.59,13625000,117038750,sample
RKLB,US,2026-01-01,8.46,8.56,8.36,8.46,8.46,13750000,116325000,sample
RKLB,US,2026-01-02,8.48,8.58,8.37,8.47,8.47,12500000,105875000,sample
RKLB,US,2026-01-05,8.45,8.58,8.35,8.48,8.48,12625000,107060000,sample
RKLB,US,2026-01-06,8.47,8.59,8.37,8.49,8.49,12750000,108247500,sample
RKLB,US,2026-01-07,8.49,8.60,8.39,8.50,8.50,12875000,109437500,sample
RKLB,US,2026-01-08,8.51,8.61,8.41,8.51,8.51,13000000,110630000,sample
RKLB,US,2026-01-09,8.53,8.63,8.42,8.52,8.52,13125000,111825000,sample
RKLB,US,2026-01-12,8.50,8.63,8.40,8.53,8.53,13250000,113022500,sample
RKLB,US,2026-01-13,8.52,8.64,8.42,8.54,8.54,13375000,114222500,sample
RKLB,US,2026-01-14,8.53,8.64,8.43,8.54,8.54,13500000,115290000,sample
RKLB,US,2026-01-15,8.55,8.65,8.45,8.55,8.55,13625000,116493750,sample
RKLB,US,2026-01-16,8.57,8.67,8.46,8.56,8.56,13750000,117700000,sample
RKLB,US,2026-01-19,8.54,8.67,8.44,8.57,8.57,12500000,107125000,sample
RKLB,US,2026-01-20,8.56,8.68,8.46,8.58,8.58,12625000,108322500,sample
RKLB,US,2026-01-21,8.58,8.69,8.48,8.59,8.59,12750000,109522500,sample
RKLB,US,2026-01-22,8.60,8.70,8.50,8.60,8.60,12875000,110725000,sample
RKLB,US,2026-01-23,8.62,8.72,8.51,8.61,8.61,13000000,111930000,sample
RKLB,US,2026-01-26,8.45,8.58,8.35,8.48,8.48,13125000,111300000,sample
RKLB,US,2026-01-27,8.46,8.58,8.36,8.48,8.48,13250000,112360000,sample
RKLB,US,2026-01-28,8.48,8.59,8.38,8.49,8.49,13375000,113553750,sample
RKLB,US,2026-01-29,8.50,8.60,8.40,8.50,8.50,13500000,114750000,sample
RKLB,US,2026-01-30,8.52,8.62,8.41,8.51,8.51,13625000,115948750,sample
RKLB,US,2026-02-02,8.49,8.62,8.39,8.52,8.52,13750000,117150000,sample
RKLB,US,2026-02-03,8.51,8.63,8.41,8.53,8.53,12500000,106625000,sample
RKLB,US,2026-02-04,8.53,8.64,8.43,8.54,8.54,12625000,107817500,sample
RKLB,US,2026-02-05,8.55,8.65,8.45,8.55,8.55,12750000,109012500,sample
RKLB,US,2026-02-06,8.57,8.67,8.46,8.56,8.56,12875000,110210000,sample
RKLB,US,2026-02-09,8.54,8.67,8.44,8.57,8.57,13000000,111410000,sample
RKLB,US,2026-02-10,8.56,8.68,8.46,8.58,8.58,13125000,112612500,sample
RKLB,US,2026-02-11,8.58,8.69,8.48,8.59,8.59,13250000,113817500,sample
RKLB,US,2026-02-12,8.60,8.70,8.50,8.60,8.60,13375000,115025000,sample
RKLB,US,2026-02-13,8.61,8.71,8.50,8.60,8.60,13500000,116100000,sample
RKLB,US,2026-02-16,8.58,8.71,8.48,8.61,8.61,13625000,117311250,sample
RKLB,US,2026-02-17,8.60,8.72,8.50,8.62,8.62,13750000,118525000,sample
RKLB,US,2026-02-18,8.48,8.59,8.38,8.49,8.49,12500000,106125000,sample
RKLB,US,2026-02-19,8.50,8.60,8.40,8.50,8.50,12625000,107312500,sample
RKLB,US,2026-02-20,8.52,8.62,8.41,8.51,8.51,12750000,108502500,sample
RKLB,US,2026-02-23,8.49,8.62,8.39,8.52,8.52,12875000,109695000,sample
RKLB,US,2026-02-24,8.51,8.63,8.41,8.53,8.53,13000000,110890000,sample
RKLB,US,2026-02-25,8.53,8.64,8.43,8.54,8.54,13125000,112087500,sample
RKLB,US,2026-02-26,8.55,8.65,8.45,8.55,8.55,13250000,113287500,sample
RKLB,US,2026-02-27,8.56,8.66,8.45,8.55,8.55,13375000,114356250,sample
RKLB,US,2026-03-02,8.53,8.66,8.43,8.56,8.56,13500000,115560000,sample
RKLB,US,2026-03-03,8.55,8.67,8.45,8.57,8.57,13625000,116766250,sample
RKLB,US,2026-03-04,8.57,8.68,8.47,8.58,8.58,13750000,117975000,sample
RKLB,US,2026-03-05,8.59,8.69,8.49,8.59,8.59,12500000,107375000,sample
RKLB,US,2026-03-06,8.61,8.71,8.50,8.60,8.60,12625000,108575000,sample
RKLB,US,2026-03-09,8.58,8.71,8.48,8.61,8.61,12750000,109777500,sample
RKLB,US,2026-03-10,8.60,8.72,8.50,8.62,8.62,12875000,110982500,sample
RKLB,US,2026-03-11,8.62,8.73,8.52,8.63,8.63,13000000,112190000,sample
RKLB,US,2026-03-12,8.64,8.74,8.54,8.64,8.64,13125000,113400000,sample
RKLB,US,2026-03-13,8.51,8.61,8.40,8.50,8.50,13250000,112625000,sample
RKLB,US,2026-03-16,8.48,8.61,8.38,8.51,8.51,13375000,113821250,sample
RKLB,US,2026-03-17,8.50,8.62,8.40,8.52,8.52,13500000,115020000,sample
RKLB,US,2026-03-18,8.52,8.63,8.42,8.53,8.53,13625000,116221250,sample
RKLB,US,2026-03-19,8.54,8.64,8.44,8.54,8.54,13750000,117425000,sample
RKLB,US,2026-03-20,8.56,8.66,8.45,8.55,8.55,12500000,106875000,sample
RKLB,US,2026-03-23,8.53,8.66,8.43,8.56,8.56,12625000,108070000,sample
RKLB,US,2026-03-24,8.55,8.67,8.45,8.57,8.57,12750000,109267500,sample
RKLB,US,2026-03-25,8.57,8.68,8.47,8.58,8.58,12875000,110467500,sample
RKLB,US,2026-03-26,8.59,8.69,8.49,8.59,8.59,13000000,111670000,sample
RKLB,US,2026-03-27,8.61,8.71,8.50,8.60,8.60,13125000,112875000,sample
RKLB,US,2026-03-30,8.58,8.71,8.48,8.61,8.61,13250000,114082500,sample
RKLB,US,2026-03-31,8.60,8.72,8.50,8.62,8.62,13375000,115292500,sample
RKLB,US,2026-04-01,8.61,8.72,8.51,8.62,8.62,13500000,116370000,sample
RKLB,US,2026-04-02,8.63,8.73,8.53,8.63,8.63,13625000,117583750,sample
RKLB,US,2026-04-03,8.65,8.75,8.54,8.64,8.64,13750000,118800000,sample
RKLB,US,2026-04-06,8.62,8.75,8.52,8.65,8.65,12500000,108125000,sample
RKLB,US,2026-04-07,8.50,8.62,8.40,8.52,8.52,12625000,107565000,sample
RKLB,US,2026-04-08,8.52,8.63,8.42,8.53,8.53,12750000,108757500,sample
RKLB,US,2026-04-09,8.54,8.64,8.44,8.54,8.54,12875000,109952500,sample
RKLB,US,2026-04-10,8.56,8.66,8.45,8.55,8.55,13000000,111150000,sample
RKLB,US,2026-04-13,8.53,8.66,8.43,8.56,8.56,13125000,112350000,sample
RKLB,US,2026-04-14,8.54,8.66,8.44,8.56,8.56,13250000,113420000,sample
RKLB,US,2026-04-15,8.56,8.67,8.46,8.57,8.57,13375000,114623750,sample
RKLB,US,2026-04-16,8.58,8.68,8.48,8.58,8.58,13500000,115830000,sample
RKLB,US,2026-04-17,8.60,8.70,8.49,8.59,8.59,13625000,117038750,sample
RKLB,US,2026-04-20,8.57,8.70,8.47,8.60,8.60,13750000,118250000,sample
RKLB,US,2026-04-21,8.59,8.71,8.49,8.61,8.61,12500000,107625000,sample
RKLB,US,2026-04-22,8.61,8.72,8.51,8.62,8.62,12625000,108827500,sample
RKLB,US,2026-04-23,8.63,8.73,8.53,8.63,8.63,12750000,110032500,sample
RKLB,US,2026-04-24,8.65,8.75,8.54,8.64,8.64,12875000,111240000,sample
RKLB,US,2026-04-27,8.62,8.75,8.52,8.65,8.65,13000000,112450000,sample
RKLB,US,2026-04-28,8.64,8.76,8.54,8.66,8.66,13125000,113662500,sample
RKLB,US,2026-04-29,8.66,8.77,8.56,8.67,8.67,13250000,114877500,sample
RKLB,US,2026-04-30,8.53,8.63,8.43,8.53,8.53,13375000,114088750,sample
RKLB,US,2026-05-01,8.55,8.65,8.44,8.54,8.54,13500000,115290000,sample
RKLB,US,2026-05-04,8.52,8.65,8.42,8.55,8.55,13625000,116493750,sample
RKLB,US,2026-05-05,8.54,8.66,8.44,8.56,8.56,13750000,117700000,sample
RKLB,US,2026-05-06,8.56,8.67,8.46,8.57,8.57,12500000,107125000,sample
RKLB,US,2026-05-07,8.58,8.68,8.48,8.58,8.58,12625000,108322500,sample
RKLB,US,2026-05-08,8.60,8.70,8.49,8.59,8.59,12750000,109522500,sample
RKLB,US,2026-05-11,8.57,8.70,8.47,8.60,8.60,12875000,110725000,sample
RKLB,US,2026-05-12,8.59,8.71,8.49,8.61,8.61,13000000,111930000,sample
RKLB,US,2026-05-13,8.61,8.72,8.51,8.62,8.62,13125000,113137500,sample
RKLB,US,2026-05-14,8.63,8.73,8.53,8.63,8.63,13250000,114347500,sample
RKLB,US,2026-05-15,8.64,8.74,8.53,8.63,8.63,13375000,115426250,sample
RKLB,US,2026-05-18,8.61,8.74,8.51,8.64,8.64,13500000,116640000,sample
RKLB,US,2026-05-19,8.63,8.75,8.53,8.65,8.65,13625000,117856250,sample
RKLB,US,2026-05-20,8.65,8.76,8.55,8.66,8.66,13750000,119075000,sample
RKLB,US,2026-05-21,8.67,8.77,8.57,8.67,8.67,12500000,108375000,sample
RKLB,US,2026-05-22,8.69,8.79,8.58,8.68,8.68,12625000,109585000,sample
RKLB,US,2026-05-25,8.52,8.65,8.42,8.55,8.55,12750000,109012500,sample
RKLB,US,2026-05-26,8.54,8.66,8.44,8.56,8.56,12875000,110210000,sample
RKLB,US,2026-05-27,8.56,8.67,8.46,8.57,8.57,13000000,111410000,sample
RKLB,US,2026-05-28,8.57,8.67,8.47,8.57,8.57,13125000,112481250,sample
RKLB,US,2026-05-29,8.59,8.69,8.48,8.58,8.58,13250000,113685000,sample
LMT,US,2025-06-02,459.90,466.82,454.38,461.28,461.28,1150000,530472000,sample
LMT,US,2025-06-03,460.87,467.33,455.34,461.79,461.79,1161500,536369085,sample
LMT,US,2025-06-04,461.84,467.85,456.30,462.30,462.30,1173000,542277900,sample
LMT,US,2025-06-05,462.81,468.36,457.26,462.81,462.81,1184500,548198445,sample
LMT,US,2025-06-06,463.79,469.36,457.77,463.33,463.33,1196000,554142680,sample
LMT,US,2025-06-09,462.45,469.41,456.90,463.84,463.84,1207500,560086800,sample
LMT,US,2025-06-10,463.42,469.92,457.86,464.35,464.35,1219000,566042650,sample
LMT,US,2025-06-11,464.40,470.44,458.83,464.86,464.86,1230500,572010230,sample
LMT,US,2025-06-12,465.37,470.95,459.79,465.37,465.37,1242000,577989540,sample
LMT,US,2025-06-13,466.35,471.95,460.29,465.88,465.88,1253500,583980580,sample
LMT,US,2025-06-16,465.00,472.00,459.42,466.40,466.40,1265000,589996000,sample
LMT,US,2025-06-17,465.98,472.51,460.39,466.91,466.91,1150000,536946500,sample
LMT,US,2025-06-18,466.95,473.03,461.35,467.42,467.42,1161500,542908330,sample
LMT,US,2025-06-19,467.93,473.55,462.31,467.93,467.93,1173000,548881890,sample
LMT,US,2025-06-20,468.91,474.54,462.82,468.44,468.44,1184500,554867180,sample
LMT,US,2025-06-23,467.54,474.58,461.93,468.95,468.95,1196000,560864200,sample
LMT,US,2025-06-24,468.52,475.09,462.90,469.46,469.46,1207500,566872950,sample
LMT,US,2025-06-25,461.61,467.61,456.07,462.07,462.07,1219000,563263330,sample
LMT,US,2025-06-26,462.58,468.13,457.03,462.58,462.58,1230500,569204690,sample
LMT,US,2025-06-27,463.55,469.11,457.53,463.09,463.09,1242000,575157780,sample
LMT,US,2025-06-30,462.22,469.17,456.67,463.61,463.61,1253500,581135135,sample
LMT,US,2025-07-01,463.19,469.69,457.63,464.12,464.12,1265000,587111800,sample
LMT,US,2025-07-02,464.17,470.21,458.60,464.63,464.63,1150000,534324500,sample
LMT,US,2025-07-03,465.14,470.72,459.56,465.14,465.14,1161500,540260110,sample
LMT,US,2025-07-04,466.12,471.71,460.06,465.65,465.65,1173000,546207450,sample
LMT,US,2025-07-07,464.76,471.75,459.18,466.16,466.16,1184500,552166520,sample
LMT,US,2025-07-08,465.74,472.27,460.15,466.67,466.67,1196000,558137320,sample
LMT,US,2025-07-09,466.72,472.80,461.12,467.19,467.19,1207500,564131925,sample
LMT,US,2025-07-10,467.70,473.31,462.09,467.70,467.70,1219000,570126300,sample
LMT,US,2025-07-11,468.68,474.30,462.59,468.21,468.21,1230500,576132405,sample
LMT,US,2025-07-14,467.31,474.34,461.70,468.72,468.72,1242000,582150240,sample
LMT,US,2025-07-15,468.29,474.86,462.67,469.23,469.23,1253500,588179805,sample
LMT,US,2025-07-16,469.27,475.38,463.64,469.74,469.74,1265000,594221100,sample
LMT,US,2025-07-17,470.25,475.89,464.61,470.25,470.25,1150000,540787500,sample
LMT,US,2025-07-18,463.32,468.88,457.31,462.86,462.86,1161500,537611890,sample
LMT,US,2025-07-21,461.98,468.93,456.44,463.37,463.37,1173000,543533010,sample
LMT,US,2025-07-22,462.95,469.45,457.39,463.88,463.88,1184500,549465860,sample
LMT,US,2025-07-23,463.94,469.97,458.37,464.40,464.40,1196000,555422400,sample
LMT,US,2025-07-24,464.91,470.49,459.33,464.91,464.91,1207500,561378825,sample
LMT,US,2025-07-25,465.89,471.48,459.83,465.42,465.42,1219000,567346980,sample
LMT,US,2025-07-28,464.53,471.52,458.96,465.93,465.93,1230500,573326865,sample
LMT,US,2025-07-29,465.51,472.04,459.92,466.44,466.44,1242000,579318480,sample
LMT,US,2025-07-30,466.48,472.55,460.88,466.95,466.95,1253500,585321825,sample
LMT,US,2025-07-31,467.46,473.07,461.85,467.46,467.46,1265000,591336900,sample
LMT,US,2025-08-01,468.45,474.07,462.36,467.98,467.98,1150000,538177000,sample
LMT,US,2025-08-04,467.08,474.11,461.48,468.49,468.49,1161500,544151135,sample
LMT,US,2025-08-05,468.06,474.63,462.44,469.00,469.00,1173000,550137000,sample
LMT,US,2025-08-06,469.04,475.14,463.41,469.51,469.51,1184500,556134595,sample
LMT,US,2025-08-07,470.02,475.66,464.38,470.02,470.02,1196000,562143920,sample
LMT,US,2025-08-08,471.00,476.65,464.88,470.53,470.53,1207500,568164975,sample
